cust_code,customer_name,doc_date,total_amount
MAI-0146,ต้นเซอร์วิส ( PB PART),2023-07-03,1050.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2023-07-01,550.00
PC-0176,อู่ชัยเซอร์วิส คลินิกรถยนต์ ,2023-07-03,650.00
สป-08,SKP ออโต้แอร์,2023-07-03,6432.00
นน-203,พี่จูน,2023-07-03,300.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-07-03,1135.00
MAI-0140,บริษัท สตาร์แอร์ซาวด์ ตลิ่งชัน จำกัด สำนักงานใหญ่,2023-07-03,3700.00
นน-230,เก่ง ซ.สามัคคี,2023-07-03,5410.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2023-07-03,1150.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2023-07-03,150.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2023-07-03,6700.00
นน-122,ร้าน ช่างโรจน์,2023-07-03,1250.00
นน-122,ร้าน ช่างโรจน์,2023-07-03,600.00
พม-06,ร้าน ภิธาน คาร์ออดิโอ,2023-07-03,1000.00
MAI-0098,นก ไดนาโม แอร์รถยนต์ (ขนส่ง SD),2023-07-03,5610.00
151,สด,2023-07-03,1800.00
MAI-0089,จิรเดช  กำจัด ( Indy Autopart ),2023-07-03,560.00
PC-0280,ร้าน ชัยกฤตแอร์,2023-07-03,9800.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2023-07-03,12600.00
รน-02,ร้าน ตุ่มแอร์ (PB พาร์ท),2023-07-03,5650.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2023-07-03,1100.00
MAI-0099,ร้าน เอส.เอส.ซัพพลาย ปราณบุรี,2023-07-03,5455.00
MAI-0095,เอส เอส ซัพพลาย สัตหีบ,2023-07-03,10942.00
นน-282,ร้าน นันท์ออโต้แอร์ (สติ๊กเกอร์),2023-07-03,3450.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-07-03,2893.00
MAI-0140,บริษัท สตาร์แอร์ซาวด์ ตลิ่งชัน จำกัด สำนักงานใหญ่,2023-07-03,15800.00
นน-72,บริษัท ภู่คำแอร์บัส จำกัด,2023-07-03,13900.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2023-07-03,650.00
นน-22,โชคเจริญมอเตอร์,2023-07-03,1198.00
PC-0348,เอ็น.เค. ออโต้แอร์,2023-07-03,2550.00
MAI-0027,คุณ มงคล  รอดศรี (บิน),2023-07-03,6337.00
นน-189,บัณฑิตการไฟฟ้า,2023-07-03,3450.00
นน-68,ท.การช่าง,2023-07-03,2250.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2023-07-03,900.00
กท-43,นิวสยามแอร์,2023-07-03,10833.20
นน-379,ร้าน นครอะไหล่ยนต์,2023-07-03,1900.00
สป-08,SKP ออโต้แอร์,2023-07-03,3200.00
นน-69,เค ที เซอร์วิส,2023-07-03,2750.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-07-03,11400.00
นน-137,วินัย ไดนาโม แอร์,2023-07-03,1200.00
MAI-0084,อู่ เลิศกิจ,2023-07-03,2200.00
151,สด,2023-07-03,5800.00
ปท-01,ศ.เครื่องเย็น,2023-07-03,550.00
PC-0100,พระราม 5 อะไหล่ยนต์,2023-07-03,430.00
PC-0199,ร้านอะไหล่ สิริถาวร แอร์ & ซาวด์ (คุณโต ),2023-07-03,1100.00
MAII-0008,อู่ กอไผ่,2023-07-03,1300.00
MAI-0039,บริษัท วิจิตรออโต้ไทร์ จำกัด,2023-07-03,11000.00
นน-206,Bank Air ,2023-07-03,3800.00
นน-344,ตึ๋ง รถตู้ หมอชิต,2023-07-03,490.00
จท-37,เม้งแอร์ #2,2023-07-03,8285.00
นน-117,มิตรสัมพันธ์,2023-07-03,450.00
นน-83,อู่อ๋า (รัตนาธิเบศร์),2023-07-03,1550.00
นน-47,บริษัท พระราม 5 อะไหล่ จำกัด (ฮอนด้า),2023-07-03,1000.00
MAI-0117,บริษัท สหมิตรอุปภัมป์ จำกัด,2023-07-03,650.00
MAEW.16,ช่างคม (หลังกองสลาก),2023-07-03,3240.00
PC-0148,บริษัท เบญจมาศ จำกัด,2023-07-03,1950.00
PC-0199,ร้านอะไหล่ สิริถาวร แอร์ & ซาวด์ (คุณโต ),2023-07-03,15800.00
PC-0275,อู่ สัญญา การช่าง,2023-07-03,5610.00
นน-270,ห้างหุ้นส่วนจำกัด นนทบุรี อิควิปเม้นท์ (สำนักงานใหญ่),2023-07-03,8500.00
นน-254,ศุภวิชญ์อะไหล่,2023-07-03,1455.20
MAI-0027,คุณ มงคล  รอดศรี (บิน),2023-07-03,3000.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2023-07-03,1700.00
นน-63,ยาวไดนาโมแอร์,2023-07-03,4350.00
นน-139,เอกซาวด์,2023-07-03,1658.50
PC-0339,ห้างหุ้นส่วนจำกัด ศุภโชค เซอร์วิส 2021,2023-07-03,5200.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2023-07-03,3550.00
นน-72,บริษัท ภู่คำแอร์บัส จำกัด,2023-07-03,900.00
กท-198,อู่ PKY autoservice ,2023-07-03,10220.00
กท-198,อู่ PKY autoservice ,2023-07-03,300.00
นน-54,กรณ์แอร์,2023-07-03,6176.00
กท-193,ทัสมา ออโต้แอร์,2023-07-03,3500.00
นน-22,โชคเจริญมอเตอร์,2023-07-01,1600.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2023-07-01,2200.00
MAI-0145,GT AIR ,2023-07-03,1600.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2023-07-03,2700.00
นน-43,เล็กเซอร์วิส,2023-07-03,900.00
นน-172,ซายางยนต์,2023-07-03,2700.00
ปท-01,ศ.เครื่องเย็น,2023-07-03,1450.00
ปท-01,ศ.เครื่องเย็น,2023-07-03,8800.00
กท-69,บริษัท  เอ.ซี.แอร์ เทรดดิ้ง  จำกัด,2023-07-03,12500.00
ช-69,รุ่งเจริญไดนาโมแอร์,2023-06-30,17000.00
นน-157,พฤธาแอร์,2023-06-08,510.00
ปท-10,ร้าน ก.เจริญยนต์,2023-07-03,1000.00
นน-241,S.K.Cooling,2023-07-03,3600.00
กท-185,ช่างอำพล โฟล์ค วิภาวดี,2023-07-03,2500.00
ปท-02,บริษัท ยินดีแอร์ (รถยนต์) จำกัด,2023-07-03,7500.00
PC-0280,ร้าน ชัยกฤตแอร์,2023-07-03,1150.00
นน-07,โชคชัยออโต้แอร์,2023-07-03,1000.00
นน-07,โชคชัยออโต้แอร์,2023-07-03,10300.00
นน-07,โชคชัยออโต้แอร์,2023-07-03,850.00
นน-83,อู่อ๋า (รัตนาธิเบศร์),2023-07-03,320.00
นน-156,อู่ณัฐ,2023-07-03,900.00
MAI-0140,บริษัท สตาร์แอร์ซาวด์ ตลิ่งชัน จำกัด สำนักงานใหญ่,2023-07-03,1900.00
PC-0182,อู่ช่างแดง วัดสลักเหนือ,2023-06-23,5900.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-06-09,5821.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-06-07,7690.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2023-06-24,7329.50
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2023-06-08,2461.00
MAI-0005,บริษัท สตาร์แอร์ซาวน์ จำกัด (สาขา ลาดพร้าว71),2023-06-28,4000.00
MAI-0075,วัฒนากิจยนต์,2023-07-04,2300.00
MAI-0145,GT AIR ,2023-07-04,5000.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2023-07-04,2100.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2023-07-04,12037.50
นน-73,N.K AUTO AIR,2023-07-04,450.00
MAI-0091,คุณ มอส,2023-07-04,6590.00
PC-0127,ช่างอู๋ บางกรวย,2023-07-04,2200.00
กท-159,ร้านสุวิทย์ (เตาปูน),2023-07-04,3650.00
นน-245,บริษัท บีเอ็ม ออโต้ เซอร์วิส จำกัด (สำนักงานใหญ่),2023-07-04,19900.00
นน-310,สตรองเซอร์วิส,2023-07-04,260.00
นน-256,R & W ออโต้คาร์,2023-07-04,2050.00
MAI-0095,เอส เอส ซัพพลาย สัตหีบ,2023-07-04,15200.00
นน-137,วินัย ไดนาโม แอร์,2023-07-04,2380.00
นน-137,วินัย ไดนาโม แอร์,2023-07-04,300.00
151,สด,2023-07-04,1400.00
MAEW.27,PP.CAR AUDIO,2023-07-04,2500.00
นน-22,โชคเจริญมอเตอร์,2023-07-04,1518.00
MAEW.39,ธาศิน สวนสระแก้ว (สถาบันเทคโนโลยีป้องกันประเทศ),2023-07-04,24050.00
PC-0256,อู่ ช่างนนท์ (อนนท์),2023-07-04,1600.00
นน-189,บัณฑิตการไฟฟ้า,2023-07-04,4300.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2023-07-04,5000.00
นน-63,ยาวไดนาโมแอร์,2023-07-04,3750.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2023-07-04,450.00
PC-0115,ร้าน จิระออโต้แอร์,2023-07-04,9400.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2023-07-04,1000.00
151,สด,2023-07-04,1700.00
นน-371,ร้านม้าด  ชดช้อย,2023-07-04,1900.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2023-07-04,2700.00
PC-0305,ฝน ไดนาโม-แอร์,2023-07-04,1290.00
นน-13,ธนกฤตแอร์,2023-07-04,2100.00
นน-13,ธนกฤตแอร์,2023-07-04,400.00
นน-117,มิตรสัมพันธ์,2023-07-04,4500.00
สป-08,SKP ออโต้แอร์,2023-07-04,4400.00
นน-246,สมคิดออโต้แอร์ ,2023-07-04,9650.00
นน-271,อู่ TY GARAGE,2023-07-04,430.00
MAI-0014,ร้าย บอยออโต้ นวมินทร์,2023-07-04,2700.00
จท-37,เม้งแอร์ #2,2023-07-04,4245.00
นน-117,มิตรสัมพันธ์,2023-07-04,450.00
นน-282,ร้าน นันท์ออโต้แอร์ (สติ๊กเกอร์),2023-07-04,5950.00
นน-54,กรณ์แอร์,2023-07-04,2400.00
.......,ร้าน .................................................,2023-07-04,1000.00
MAI-0089,จิรเดช  กำจัด ( Indy Autopart ),2023-07-04,6800.00
MAI-0093,บริษัท หงษ์อนันต์ คาร์แคร์ จำกัด สำนักงานใหญ่,2023-07-04,3800.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2023-07-04,13161.00
151,สด,2023-07-04,1200.00
นน-54,กรณ์แอร์,2023-07-04,2030.00
MAI-0122,คุณ วงศธร & มาลีรัตน์,2023-07-04,1200.00
พม-05,วีเอส.ออโต้แก๊ส (VS.AUTOGAS),2023-07-04,270.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2023-07-04,5200.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-07-04,6070.00
นน-72,บริษัท ภู่คำแอร์บัส จำกัด,2023-07-04,7300.00
นน-238,บริษัท จานทองอะไหล่แอร์ จำกัด,2023-07-04,9000.00
นน-54,กรณ์แอร์,2023-07-04,5520.00
ปท-01,ศ.เครื่องเย็น,2023-07-04,4500.00
พม-05,วีเอส.ออโต้แก๊ส (VS.AUTOGAS),2023-07-04,1250.00
MAI-0085,บริษัท แพนสยามเอ็นจิเนียริ่ง จำกัด,2023-07-04,1100.00
PC-0200,สมศักดิ์การช่าง,2023-07-04,4220.00
MAI-0162,ร้าน สเปคออโต้แอร์ 3 ,2023-07-04,2150.00
นน-63,ยาวไดนาโมแอร์,2023-07-04,1500.00
MAI-0005,บริษัท สตาร์แอร์ซาวน์ จำกัด (สาขา ลาดพร้าว71),2023-07-04,1200.00
นน-54,กรณ์แอร์,2023-07-04,3750.00
กท-133,บอย โฟลค์ (BOY VOLK),2023-07-04,2600.00
MAI-0145,GT AIR ,2023-07-04,420.00
MAI-0160,SFZ Service (ช่างโจ้),2023-07-04,2300.00
จท-37,เม้งแอร์ #2,2023-07-04,3750.00
นน-130,เค เอส คูลลิ่ง,2023-07-04,3900.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2023-07-04,1200.00
151,สด,2023-07-04,1450.00
ปท-15,อู่วอลโว่ (วัดสะพานสูง),2023-07-04,3800.00
MAI-0095,เอส เอส ซัพพลาย สัตหีบ,2023-07-04,3300.00
นน-177,AC. ออโต้แอร์,2023-07-04,4030.00
นน-71,บัญชาแอร์ (ปากเกร็ด),2023-07-04,1650.00
PC-0268,อู่ ช่างปอ,2023-07-04,2250.00
นน-345,หจก. ตี๋เล็ก ออโต้เซอร์วิส,2023-07-04,2200.00
PC-0282,สนั่นอะไหล่แอร์ (รุ่งทิวาขนส่ง),2023-07-04,8830.00
PC-0137,อู่ นัทเซอร์วิส ,2023-07-04,600.00
PC-0265,อู่ สมบูรณ์ออโต้,2023-07-01,11000.00
ปท-01,ศ.เครื่องเย็น,2023-07-03,2190.00
MAI-0093,บริษัท หงษ์อนันต์ คาร์แคร์ จำกัด สำนักงานใหญ่,2023-07-04,600.00
นน-54,กรณ์แอร์,2023-07-04,5160.00
กท-155,สังวาลย์ไดนาโม,2023-07-01,10140.00
นน-174,ยูโรเลี่ยงเมือง,2023-07-04,2900.00
PC-0267,บริษัท อินเทค คอร์ปอร์เรชั่น จำกัด,2023-07-04,1600.00
นน-27,เจี๊ยบ บริการ,2023-07-04,2640.00
ชบ-02,วัฒนชัยแอร์ ศรีพโล,2023-07-04,13900.00
PC-0295,อู่ ช่างภา,2023-07-04,1850.00
MAI-0084,อู่ เลิศกิจ,2023-07-04,2600.00
PC-0309,อวยชัย ไดนาโม (คุณเชาว์),2023-07-04,4000.00
151,สด,2023-07-04,2750.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2023-07-04,4600.00
กท-43,นิวสยามแอร์,2023-07-04,900.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2023-07-04,900.00
นน-186,ร้าน กฤษณะ,2023-06-08,11000.00
นน-68,ท.การช่าง,2023-06-23,1920.00
PC-0268,อู่ ช่างปอ,2023-07-04,1100.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2023-07-04,1330.00
PC-0307,ร้าน เอ็น แอนด์ เจ แอร์ (ส่ง JT ),2023-07-04,10700.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2023-07-04,10800.00
กท-147,หรั่งเซอร์วิส,2023-07-04,5830.00
นน-07,โชคชัยออโต้แอร์,2023-07-04,1500.00
นน-07,โชคชัยออโต้แอร์,2023-07-04,400.00
นน-156,อู่ณัฐ,2023-07-04,3800.00
นน-185,อู่ก้องภพ,2023-07-04,14750.00
PC-0300,ART Service,2023-07-05,1200.00
จท-37,เม้งแอร์ #2,2023-07-05,13800.00
151,สด,2023-07-05,1950.00
นน-122,ร้าน ช่างโรจน์,2023-07-05,900.00
นน-54,กรณ์แอร์,2023-07-05,3400.00
นน-54,กรณ์แอร์,2023-07-05,377.00
151,สด,2023-07-05,4930.00
นน-157,พฤธาแอร์,2023-07-05,550.00
นน-325,ร้าน สุฑามาศออโต้แอร์,2023-07-05,3150.00
MAI-0140,บริษัท สตาร์แอร์ซาวด์ ตลิ่งชัน จำกัด สำนักงานใหญ่,2023-07-05,3400.00
PC-0151,บริษัท อ๋วง ทรานสปร์อต จำกัด,2023-07-05,2700.00
.......,ร้าน .................................................,2023-07-05,6100.00
นน-345,หจก. ตี๋เล็ก ออโต้เซอร์วิส,2023-07-05,1700.00
กท-133,บอย โฟลค์ (BOY VOLK),2023-07-05,4500.00
MAI-0145,GT AIR ,2023-07-05,1900.00
MAI-0084,อู่ เลิศกิจ,2023-07-05,200.00
กท-43,นิวสยามแอร์,2023-07-05,3853.40
PC-0273,ปิยะไดนาโม,2023-07-05,5600.00
PC-0273,ปิยะไดนาโม,2023-07-05,450.00
PC-0329,บริษัท เอ.เอส.งามวงศ์วาน การาจ จำกัด,2023-07-05,1700.00
นน-271,อู่ TY GARAGE,2023-07-05,1740.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2023-07-05,650.00
นน-73,N.K AUTO AIR,2023-07-05,650.00
MAI-0145,GT AIR ,2023-07-05,3300.00
151,สด,2023-07-05,2700.00
นน-325,ร้าน สุฑามาศออโต้แอร์,2023-07-01,850.00
PC-300,ร้าน วี รุ่งเจริญ เซอร์วิส,2023-07-05,1920.00
นน-231,เจ.เอส.แอร์ (เมืองทอง),2023-07-05,13760.00
นน-63,ยาวไดนาโมแอร์,2023-07-05,180.00
MAEW.18,สมพรไดนาโม (พี่ตุ๊),2023-07-05,2300.00
นน-54,กรณ์แอร์,2023-07-05,3350.00
นน-324,อุ่ยีการช่าง บางกรวย,2023-07-05,9200.00
151,สด,2023-07-05,2500.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-07-05,3070.00
PC-0264,ห้างหุ้นส่วนจำกัด พายการาจ (สำนักงานใหญ่),2023-06-09,3691.50
PC-0171,อู่ โชคชัยเซอร์วิส (ช่างโชค),2023-07-05,450.00
151,สด,2023-07-05,4000.00
MAI-0027,คุณ มงคล  รอดศรี (บิน),2023-07-05,6780.00
นน-139,เอกซาวด์,2023-07-05,909.50
นน-196,พีระพัชร,2023-07-05,1550.00
นน-54,กรณ์แอร์,2023-07-05,2340.00
นน-54,กรณ์แอร์,2023-07-05,2210.00
นน-344,ตึ๋ง รถตู้ หมอชิต,2023-07-05,5550.00
กท-138,ช่างวิเชียร ประชาชื่นซอย 4,2023-07-05,885.00
151,สด,2023-07-05,1800.00
MAI-0089,จิรเดช  กำจัด ( Indy Autopart ),2023-07-05,1700.00
จท-37,เม้งแอร์ #2,2023-07-05,4700.00
นน-256,R & W ออโต้คาร์,2023-07-05,2600.00
กท-43,นิวสยามแอร์,2023-07-05,13000.00
นน-07,โชคชัยออโต้แอร์,2023-07-05,1550.00
นน-07,โชคชัยออโต้แอร์,2023-07-05,5950.00
นน-83,อู่อ๋า (รัตนาธิเบศร์),2023-07-05,570.00
นน-238,บริษัท จานทองอะไหล่แอร์ จำกัด,2023-07-05,2330.00
PC-0268,อู่ ช่างปอ,2023-07-05,2600.00
MAI-0166,อู่ คาร์แอสเซสเซอร์รี่ แอนด์ เซอร์วิส CS SHOP,2023-07-05,3800.00
นน-308,เกรียงชัยออโต้,2023-07-05,3800.00
MAI-0039,บริษัท วิจิตรออโต้ไทร์ จำกัด,2023-07-05,1000.00
น-105,ร้านเฉลิมคาร์แอร์ (ขนส่ง KSD),2023-07-05,7100.00
PC-0189,AOF mody Garage,2023-07-05,8400.00
นน-27,เจี๊ยบ บริการ,2023-07-05,2500.00
PCC-0005,ห้างหุ้นส่วนจำกัด สิทธิการาจ,2023-07-05,11000.00
PC-0273,ปิยะไดนาโม,2023-07-05,500.00
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-07-05,3400.00
นน-185,อู่ก้องภพ,2023-07-05,1800.00
กท-159,ร้านสุวิทย์ (เตาปูน),2023-07-05,4750.00
PC-0280,ร้าน ชัยกฤตแอร์,2023-07-05,2370.00
MAI-0084,อู่ เลิศกิจ,2023-07-05,2300.00
PC-0187,บริษัท วิธานออโต้พาร์ท จำกัด (สำนักงานใหญ่),2023-07-05,1600.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2023-07-05,3800.00
นน-282,ร้าน นันท์ออโต้แอร์ (สติ๊กเกอร์),2023-07-05,1450.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2023-07-05,1605.00
นน-246,สมคิดออโต้แอร์ ,2023-07-05,1300.00
พม-06,ร้าน ภิธาน คาร์ออดิโอ,2023-07-05,1500.00
MAI-0080,อู่ ประเวช (หน้าวัดกษัตรา),2023-07-05,1100.00
นน-308,เกรียงชัยออโต้,2023-07-05,2800.00
MAI-0143,อู่ JY FORD,2023-07-05,1000.00
MAI-0099,ร้าน เอส.เอส.ซัพพลาย ปราณบุรี,2023-07-05,6600.00
สป-08,SKP ออโต้แอร์,2023-07-05,850.00
151,สด,2023-07-05,13150.00
PCC-0009,MG MOTOR AIR,2023-07-05,3500.00
PC-0313,ร้าน ประสิทธิ์ คาร์แอร์,2023-07-05,3150.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2023-07-05,1000.00
PC-099,อู่ ณัฐเจริญยนต์ ( ปิ่นทองเก่า),2023-07-05,1740.00
นน-263,บริษัท วี.อาร์.พี แอดวานซ์ จำกัด,2023-07-05,1926.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2023-07-05,210.00
กท-14,บริษัท ไปรษณีย์ไทย จำกัด (สำนักงานใหญ่),2023-07-05,1500.00
นน-54,กรณ์แอร์,2023-07-06,5320.00
PC-0129,บริษัท จักรพรรดิ์แอร์ จำกัด,2023-07-05,12800.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2023-07-06,550.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2023-07-06,1123.50
นน-71,บัญชาแอร์ (ปากเกร็ด),2023-07-06,8050.00
นน-47,บริษัท พระราม 5 อะไหล่ จำกัด (ฮอนด้า),2023-07-06,850.00
PC-0247,ดี พลัสออโต้ เซอร์วิส,2023-07-06,1200.00
MAI-0027,คุณ มงคล  รอดศรี (บิน),2023-07-06,9280.00
PC-0282,สนั่นอะไหล่แอร์ (รุ่งทิวาขนส่ง),2023-07-05,12610.00
MAI-0140,บริษัท สตาร์แอร์ซาวด์ ตลิ่งชัน จำกัด สำนักงานใหญ่,2023-07-06,5900.00
นน-291,นครหลวง อิเลคทริค,2023-07-06,1100.00
PC-0280,ร้าน ชัยกฤตแอร์,2023-07-06,1200.00
นน-251,อู่เชิดศักดิ์ (ปู),2023-07-06,2700.00
นน-139,เอกซาวด์,2023-07-06,481.50
PC-0307,ร้าน เอ็น แอนด์ เจ แอร์ (ส่ง JT ),2023-07-06,6800.00
151,สด,2023-07-01,8500.00
PC-0295,อู่ ช่างภา,2023-07-01,1700.00
นน-385,เอ พี เซอร์วิสแอนด์ เซลส์,2023-07-06,900.00
นน-13,ธนกฤตแอร์,2023-07-06,1100.00
นน-202,Car Auto Severice ,2023-07-06,750.00
นน-27,เจี๊ยบ บริการ,2023-07-06,1440.00
นน-291,นครหลวง อิเลคทริค,2023-07-06,800.00
นน-22,โชคเจริญมอเตอร์,2023-07-06,1300.00
151,สด,2023-07-06,3450.00
นน-330,ART FIBER,2023-07-06,2500.00
นน-177,AC. ออโต้แอร์,2023-07-05,4550.00
นน-284,บริษัท สี่แสงการโยธา (1979) จำกัด (สำนักงานใหญ่),2023-07-06,150.00
151,สด,2023-07-06,1600.00
นน-245,บริษัท บีเอ็ม ออโต้ เซอร์วิส จำกัด (สำนักงานใหญ่),2023-07-06,18450.00
นน-68,ท.การช่าง,2023-07-06,1700.00
นน-283,อู่ BOBBY ,2023-07-06,3650.00
MAI-0006,ร้าน จอมแอร์พิจิตร   (ขนส่ง AIT TRANSPORT),2023-07-06,3450.00
PC-0291,บริษัท สมเจริญชัยเซอร์วิส จำกัด,2023-07-06,6794.50
PC-303,ร้านเกรียงไกร พาร์ทซัพพลาย (คุณอัญชลี),2023-07-06,10700.00
PC-0231,อรรถพร เซอร์วิส (ช่างต้อม),2023-07-06,12210.00
นน-185,อู่ก้องภพ,2023-07-06,650.00
151,สด,2023-07-06,1880.00
นน-348,ช่างจ่อย (สามัคคี),2023-07-06,1950.00
PC-043,บริษัท แอดวานซ์ไฟเบอร์ จำกัด (สำนักงานใหญ่),2023-07-06,1500.00
PC-0331,อู่ ก้องคลีนิคยนต์,2023-07-06,6500.00
PC-0187,บริษัท วิธานออโต้พาร์ท จำกัด (สำนักงานใหญ่),2023-07-06,1600.00
MAI-0039,บริษัท วิจิตรออโต้ไทร์ จำกัด,2023-07-06,1850.00
MAI-0089,จิรเดช  กำจัด ( Indy Autopart ),2023-07-06,1600.00
จท-37,เม้งแอร์ #2,2023-07-06,10500.00
นน-27,เจี๊ยบ บริการ,2023-07-06,1240.00
นน-244,หจก.รุ่งเจริญทรัพย์มอเตอร์ (R-moter),2023-07-06,3650.00
นน-157,พฤธาแอร์,2023-07-06,2200.00
MAI-0095,เอส เอส ซัพพลาย สัตหีบ,2023-07-06,6700.00
สค-06,ร้าน ป.รุ่งเรืองหม้อน้ำ (2023),2023-07-06,900.00
สฎ-05,ร้าน ดอนทรายแอร์ ,2023-07-06,4600.00
MAI-0145,GT AIR ,2023-07-06,8400.00
จท-37,เม้งแอร์ #2,2023-07-06,8400.00
PC-0178,เน็ก ประดับยนต์,2023-07-06,850.00
PC-0280,ร้าน ชัยกฤตแอร์,2023-07-06,1900.00
นน-345,หจก. ตี๋เล็ก ออโต้เซอร์วิส,2023-07-06,3800.00
นน-245,บริษัท บีเอ็ม ออโต้ เซอร์วิส จำกัด (สำนักงานใหญ่),2023-07-06,12500.00
MAI-0132,ร้าน พอเพียงโช้คอัพ,2023-07-06,2650.00
นน-278,หนุ่มไดนาโม แอร์ (วัดกู้),2023-07-06,1400.00
นน-63,ยาวไดนาโมแอร์,2023-07-06,900.00
นน-117,มิตรสัมพันธ์,2023-07-06,9500.00
นน-83,อู่อ๋า (รัตนาธิเบศร์),2023-07-06,1200.00
PC-0257,ร้าน AIR FRESH ONE (คุณแทน),2023-07-06,1000.00
นน-72,บริษัท ภู่คำแอร์บัส จำกัด,2023-07-06,4600.00
นน-287,ปาเจโร่ (บางบัวทอง),2023-07-06,750.00
นน-391,อู่ อู๋,2023-07-06,550.00
นน-179,เก่ง ออโต้แอร์  (แยก อตก.),2023-07-06,900.00
MAI-0162,ร้าน สเปคออโต้แอร์ 3 ,2023-07-06,850.00
นน-01,ต.เจริญ แอร์ แอนด์ ซาวด์,2023-07-06,4600.00
กท-140,ร้านประวิทย์ แอร์เซอร์วิส,2023-07-06,2700.00
นน-13,ธนกฤตแอร์,2023-07-06,1000.00
นน-130,เค เอส คูลลิ่ง,2023-07-06,1950.00
MAI-0140,บริษัท สตาร์แอร์ซาวด์ ตลิ่งชัน จำกัด สำนักงานใหญ่,2023-07-06,1500.00
นน-287,ปาเจโร่ (บางบัวทอง),2023-07-06,26450.00
151,สด,2023-07-06,1000.00
MAI-0093,บริษัท หงษ์อนันต์ คาร์แคร์ จำกัด สำนักงานใหญ่,2023-07-06,700.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2023-07-06,4100.00
MAI-0027,คุณ มงคล  รอดศรี (บิน),2023-07-06,2625.00
นน-231,เจ.เอส.แอร์ (เมืองทอง),2023-07-06,14365.00
นน-245,บริษัท บีเอ็ม ออโต้ เซอร์วิส จำกัด (สำนักงานใหญ่),2023-07-06,10500.00
นน-379,ร้าน นครอะไหล่ยนต์,2023-07-06,10800.00
PC-0264,ห้างหุ้นส่วนจำกัด พายการาจ (สำนักงานใหญ่),2023-07-06,1850.00
MAI-0005,บริษัท สตาร์แอร์ซาวน์ จำกัด (สาขา ลาดพร้าว71),2023-07-06,13660.00
นน-72,บริษัท ภู่คำแอร์บัส จำกัด,2023-07-06,1800.00
MAI-0117,บริษัท สหมิตรอุปภัมป์ จำกัด,2023-07-06,2300.00
